claimId,date,carCompany,carModel,licensePlate,numOfPhoto
56349,2024-04-24,ISUZU,FRR650,67H03271,9
56348,2024-04-24,HYUNDAI,ACCENT,63E00270,4
56347,2024-04-24,FORD,EVEREST,15A97348,4
56346,2024-04-24,PEUGEOT,3008,30G94565,4
56345,2024-04-24,MITSUBISHI,XPANDER,47E00480,4
56344,2024-04-24,FORD,RANGER,18C11818,8
56343,2024-04-24,HYUNDAI,I10,24A18723,6
56342,2024-04-24,HYUNDAI,I10,72E00208,4
56341,2024-04-24,TOYOTA,VELOZ CROSS,67H03628,26
56340,2024-04-24,MAZDA,CX5,30K61442,5
56339,2024-04-24,MAZDA,3,36A90843,8
56338,2024-04-24,KIA,SOLUTO,30H62355,4
56337,2024-04-24,MITSUBISHI,XPANDER,50E03515,4
56335,2024-04-24,HONDA,CITY,81A13497,9
56334,2024-04-24,FORD,RANGER,47C27104,6
56333,2024-04-24,HYUNDAI,SOLATI,81F00504,4
56332,2024-04-24,CNHTC,SITRAK,98H04129,4
56331,2024-04-24,KIA,SEDONA,30K28019,5
56330,2024-04-24,MAZDA,2,51K23739,4
56329,2024-04-24,MITSUBISHI,TRITON,29H68701,5
56328,2024-04-24,MG,5,60K31008,5
56327,2024-04-24,VINFAST,,30H62732,4
56326,2024-04-24,MAZDA,3,73A03470,4
56325,2024-04-24,SUZUKI,SWIFT,30K27559,7
56324,2024-04-24,,,29H62691,5
56323,2024-04-24,VINFAST,LUX A 2.0,17A25550,6
56322,2024-04-24,JAC,,61C53203,4
56321,2024-04-24,TOYOTA,COROLLA ALTIS,38A12692,17
56320,2024-04-24,FORD,RANGER,99C24353,5
56319,2024-04-24,MITSUBISHI,XPANDER,98A60002,9
56318,2024-04-24,SUZUKI,XL7,67E00049,13
56317,2024-04-24,HYUNDAI,I10,29E01890,4
56316,2024-04-24,MAZDA,CX5,18A29751,4
56315,2024-04-24,CNHTC,HOWO,98H02742,8
56314,2024-04-24,HYUNDAI,CRETA,38A51152,4
56313,2024-04-24,BMW,X3,61K21853,5
56312,2024-04-24,CNHTC,HOWO,29H19251,4
56311,2024-04-24,JAC,,81C21091,9
56310,2024-04-24,MAZDA,CX5,18A29682,4
56309,2024-04-24,VINFAST,LUX A 2.0,17A24074,8
56308,2024-04-24,TOYOTA,VIOS,68A21939,6
56307,2024-04-24,MITSUBISHI,XPANDER,15K11657,4
56306,2024-04-24,SUZUKI,XL7,94E00047,7
56298,2024-04-24,VINFAST,FADIL,17A23799,4
56297,2024-04-24,KIA,SOLUTO,28A13894,6
56651,2024-04-25,,,73R00752,4
56652,2024-04-25,HYUNDAI,I10,76E00190,10
56653,2024-04-25,MG,ZS,76A20895,14
56654,2024-04-25,VINFAST,FADIL,28A15808,29
56655,2024-04-25,TMT,,74C10935,7
56656,2024-04-25,FORD,RANGER,15C41399,5
56657,2024-04-25,TERACO,,29H69582,8
56658,2024-04-25,HYUNDAI,I10,29E02372,5
56659,2024-04-25,TOYOTA,AVANZA,17A35661,8
56660,2024-04-25,KIA,SORENTO,51K28692,4
56661,2024-04-25,,,89C21045,15
56662,2024-04-25,,,30K367899,4
56663,2024-04-25,MITSUBISHI,ATTRAGE,92E00492,8
56664,2024-04-25,KIA,CARENS,12A20893,6
56665,2024-04-25,VINFAST,FADIL,30H71664,6
56666,2024-04-25,CNHTC,SITRAK,37H05696,16
56667,2024-04-25,MAZDA,CX5,43A67225,7
56668,2024-04-25,CNHTC,HOWO,19H02407,5
56669,2024-04-25,MITSUBISHI,TRITON,92C22180,5
56628,2024-04-25,TOYOTA,FORTUNER,51H19533,5
56577,2024-04-25,VINFAST,FADIL,30G22467,4
56670,2024-04-25,HONDA,CR-V,30F38389,7
56671,2024-04-25,FORD,RANGER,51D78639,4
56672,2024-04-25,CHENGLONG,H7,37C46704,6
56673,2024-04-25,MAZDA,3,28A04902,5
56674,2024-04-25,MAZDA,2,95A09894,5
56675,2024-04-25,,,30X85258956,4
56735,2024-04-25,TOYOTA,INNOVA,30K31146,4
56734,2024-04-25,CHENGLONG,H5,15H05767,2
56726,2024-04-25,,,1234,0
56733,2024-04-25,HYUNDAI,ACCENT,35A28766,5
56732,2024-04-25,TERACO,,67H03170,9
56731,2024-04-25,MITSUBISHI,TRITON,37C46758,11
56730,2024-04-25,MAZDA,CX8,81A25345,4
56729,2024-04-25,MAZDA,6,69A09943,5
56728,2024-04-25,HYUNDAI,ACCENT,84A08748,5
56727,2024-04-25,KIA,MORNING,79A38767,58
56725,2024-04-25,MITSUBISHI,XPANDER,30G97821,4
56724,2024-04-25,FORD,ECOSPORT,14A78364,4
56723,2024-04-25,PEUGEOT,2008,38A43305,24
56722,2024-04-25,CNHTC,HOWO,34F01143,9
56719,2024-04-25,DONGFENG,,99C27886,5
56718,2024-04-25,VOLVO,XC40,19A47196,4
56717,2024-04-25,MITSUBISHI,XPANDER,67E00168,13
56545,2024-04-25,VINFAST,FADIL,51K22593,5
56716,2024-04-25,MG,5,77E00412,5
56715,2024-04-25,MG,ZS,36A77369,9
56714,2024-04-25,JAC,N900,18H01438,5
56713,2024-04-25,FORD,RANGER,73C12905,11
56712,2024-04-25,SUZUKI,CELERIO,51H60850,5
56711,2024-04-25,HYUNDAI,STARGAZER,51K68937,4
56710,2024-04-25,VINFAST,LUX SA 2.0,30H42970,4
56709,2024-04-25,,,K1234511K0567666,4
56544,2024-04-25,FORD,EVEREST,18A35092,6
56578,2024-04-25,KIA,SELTOS,43A75229,5
56579,2024-04-25,ISUZU,D-MAX,99C28306,4
56580,2024-04-25,,,34F34342,7
56581,2024-04-25,MITSUBISHI,XPANDER,67A24677,5
56582,2024-04-25,HYUNDAI,I10,50E10265,8
56583,2024-04-25,MAZDA,3,60K09470,5
56584,2024-04-25,HYUNDAI,CRETA,51K26350,15
56585,2024-04-25,TOYOTA,CAMRY,67A12710,6
56586,2024-04-25,TERACO,,51E31713,4
56587,2024-04-25,KIA,SORENTO,30K07504,4
56588,2024-04-25,HYUNDAI,ACCENT,38A51294,5
56589,2024-04-25,TOYOTA,COROLLA ALTIS,51K30596,8
56590,2024-04-25,BAIC,BEIJING X7,92A24677,5
56591,2024-04-25,CNHTC,HOWO,12H00206,6
56592,2024-04-25,MAZDA,CX5,88A50495,7
56593,2024-04-25,HYUNDAI,I10,49E00745,5
56543,2024-04-25,MAZDA,3,15A97293,8
56542,2024-04-25,MITSUBISHI,ATTRAGE,69A11694,4
56541,2024-04-25,FORD,RANGER,61C53426,4
56540,2024-04-25,HYUNDAI,ACCENT,69E00098,4
56523,2024-04-25,HYUNDAI,KONA,Test,8
56539,2024-04-25,FORD,EVEREST,49A35392,4
56538,2024-04-25,CNHTC,HOWO,90C07640,9
56537,2024-04-25,MITSUBISHI,ATTRAGE,50E10623,4
56548,2024-04-25,HYUNDAI,ACCENT,43A67534,4
56549,2024-04-25,HONDA,CITY,63A18904,4
56550,2024-04-25,KIA,SOLUTO,18E00101,8
56551,2024-04-25,MG,5,99A63475,5
56552,2024-04-25,HINO,500,93H04386,7
56553,2024-04-25,HYUNDAI,I10,12A18596,5
56554,2024-04-25,TOYOTA,VIOS,69A07790,5
56555,2024-04-25,SUZUKI,XL7,95A07995,4
56556,2024-04-25,HYUNDAI,I10,83A12943,8
56557,2024-04-25,HYUNDAI,KONA,68A19424,5
56558,2024-04-25,MITSUBISHI,XPANDER,67A24785,4
56547,2024-04-25,HYUNDAI,SANTAFE,60K08546,7
56559,2024-04-25,TOYOTA,CAMRY,68A20982,11
56560,2024-04-25,MITSUBISHI,ATTRAGE,92E00129,5
56561,2024-04-25,MERCEDES-BENZ,C-CLASS,30G09875,5
56562,2024-04-25,MERCEDES-BENZ,E-CLASS,51K18489,5
56563,2024-04-25,HYUNDAI,I10,79A34045,4
56564,2024-04-25,MAZDA,3,30H71764,8
56565,2024-04-25,HYUNDAI,TUCSON,30H65046,4
56566,2024-04-25,HYUNDAI,CRETA,51K69564,4
56567,2024-04-25,TOYOTA,VELOZ CROSS,30K30112,4
56568,2024-04-25,FORD,RANGER,35C13020,4
56569,2024-04-25,HYUNDAI,ELANTRA,62A32713,4
56570,2024-04-25,MAZDA,CX5,18A31800,4
56571,2024-04-25,HYUNDAI,ACCENT,89A38070,5
56572,2024-04-25,MERCEDES-BENZ,C-CLASS,72A48354,9
56575,2024-04-25,HYUNDAI,KONA,34A42363,10
56576,2024-04-25,HYUNDAI,ACCENT,50E10688,5
56626,2024-04-25,FORD,RANGER,29H69348,4
56536,2024-04-25,SUZUKI,ERTIGA,64E00146,4
56535,2024-04-25,MAZDA,BT50,35C14191,10
56522,2024-04-25,ISUZU,D-MAX,29H61477,10
56519,2024-04-25,KIA,CERATO,,6
56534,2024-04-25,HONDA,CR-V,30G35580,4
56521,2024-04-25,VINFAST,,18A35831,5
56533,2024-04-25,HONDA,CR-V,61A91991,4
56532,2024-04-25,SUBARU,FORESTER,60A91471,4
56531,2024-04-25,FORLAND,,12C11508,5
56530,2024-04-25,MITSUBISHI,XPANDER,60A94893,7
56520,2024-04-25,TERACO,,67H03178,7
56529,2024-04-25,MITSUBISHI,OUTLANDER,15A35050,7
56528,2024-04-25,KIA,CERATO,15A96960,7
56518,2024-04-25,FORD,RANGER,86C14909,11
56517,2024-04-25,KIA,K3,18A29964,19
56527,2024-04-25,CHENGLONG,M3,95H00915,8
56676,2024-04-25,KIA,SELTOS,89A38897,6
56708,2024-04-25,SUZUKI,,51D79631,4
56707,2024-04-25,WAW,,12C11439,11
56706,2024-04-25,TOYOTA,FORTUNER,51H03734,8
56705,2024-04-25,CNHTC,HOWO,90H00554,4
56704,2024-04-25,MITSUBISHI,ATTRAGE,17A35823,4
56703,2024-04-25,HYUNDAI,KONA,75A25917,5
56702,2024-04-25,TOYOTA,VIOS,95A08272,8
56701,2024-04-25,,,30X565445,4
56700,2024-04-25,FORD,RANGER,93C15640,8
56699,2024-04-25,DONGFENG,,61H02854,22
56698,2024-04-25,HYUNDAI,SANTAFE,30G43847,9
56697,2024-04-25,,,98R03295,11
56696,2024-04-25,,,13623123141234432114121,4
56695,2024-04-25,MG,ZS,30H64190,4
56694,2024-04-25,DONGFENG,,89H00337,4
56693,2024-04-25,HYUNDAI,STARGAZER,66A18384,13
56692,2024-04-25,HYUNDAI,ELANTRA,73A25396,4
56691,2024-04-25,VINFAST,LUX A 2.0,30G86635,4
56690,2024-04-25,HYUNDAI,I10,60K10555,4
56689,2024-04-25,MITSUBISHI,XPANDER,88A59902,4
56688,2024-04-25,HYUNDAI,,17C13437,5
56687,2024-04-25,HONDA,CITY,17A22465,4
56686,2024-04-25,TOYOTA,VIOS,95E00096,10
56685,2024-04-25,SUBARU,FORESTER,51L46312,15
56684,2024-04-25,HYUNDAI,,17C07197,4
56683,2024-04-25,HONDA,CIVIC,51K67517,4
56682,2024-04-25,PEUGEOT,3008,15K26948,8
56681,2024-04-25,MITSUBISHI,XPANDER,30K31512,5
56680,2024-04-25,,,38R01782,47
56679,2024-04-25,MITSUBISHI,XPANDER,75E01683,5
56627,2024-04-25,CHENGLONG,H7,97C02478,7
56678,2024-04-25,MAZDA,CX5,30F61477,9
56677,2024-04-25,VINFAST,FADIL,75A21900,4
56746,2024-04-25,HYUNDAI,ELANTRA,17A23755,7
56546,2024-04-25,MITSUBISHI,XPANDER,51H93607,4
56745,2024-04-25,MG,ZS,43A61209,7
56744,2024-04-25,MG,ZS,89A38891,5
56743,2024-04-25,TOYOTA,VIOS,26A12413,8
56742,2024-04-25,JAC,,65H01789,6
56741,2024-04-25,TOYOTA,VELOZ CROSS,69A12827,8
56740,2024-04-25,KIA,,89C28331,13
56739,2024-04-25,MITSUBISHI,ATTRAGE,30K29419,7
56490,2024-04-25,MAZDA,3,77A23244,7
56491,2024-04-25,MG,5,66A21638,7
56492,2024-04-25,,,15R17475,5
56493,2024-04-25,FORD,TRANSIT,98F00483,6
56494,2024-04-25,MITSUBISHI,XPANDER,47A57656,4
56495,2024-04-25,KIA,SOLUTO,28A13813,4
56496,2024-04-25,NISSAN,NAVARA,74C09696,5
56497,2024-04-25,HYUNDAI,CRETA,60K24713,13
56498,2024-04-25,HYUNDAI,I10,66A17554,10
56499,2024-04-25,ISUZU,,65C17132,4
56500,2024-04-25,NISSAN,NAVARA,88C20657,7
56501,2024-04-25,HYUNDAI,SANTAFE,95A07282,4
56502,2024-04-25,TOYOTA,RUSH,23A07129,14
56503,2024-04-25,FORD,TRANSIT,18F00684,9
56504,2024-04-25,MERCEDES-BENZ,C-CLASS,74A17819,5
56505,2024-04-25,TOYOTA,RAIZE,30K27549,9
56506,2024-04-25,HONDA,HR-V,66A21376,7
56507,2024-04-25,MG,ZS,82A09065,9
56508,2024-04-25,DOTHANH,,98C29903,15
56509,2024-04-25,KIA,CERATO,30F55458,15
56510,2024-04-25,FORD,EVEREST,30G28994,5
56511,2024-04-25,HYUNDAI,I10,28A11654,9
56512,2024-04-25,HONDA,JAZZ,95A09790,9
56514,2024-04-25,HONDA,CITY,69A12293,16
56524,2024-04-25,MITSUBISHI,ATTRAGE,19A44319,8
56525,2024-04-25,MITSUBISHI,XPANDER,75A25865,4
56526,2024-04-25,CNHTC,SITRAK,29H86217,4
56629,2024-04-25,,,30B234234,4
56630,2024-04-25,HYUNDAI,ACCENT,60K10429,5
56515,2024-04-25,CHENGLONG,H7,29H74507,16
56625,2024-04-25,TOYOTA,VIOS,34A77472,4
56624,2024-04-25,WAW,,12C11042,5
56623,2024-04-25,FORD,RANGER,51D63663,8
56622,2024-04-25,MG,5,35A33625,4
56621,2024-04-25,MITSUBISHI,XPANDER,50E03428,6
56620,2024-04-25,CHENGLONG,H7,98R02844,24
56619,2024-04-25,MAZDA,3,49A51611,4
56618,2024-04-25,NISSAN,ALMERA,30K30879,4
56617,2024-04-25,MITSUBISHI,XPANDER,60K30177,4
56616,2024-04-25,HYUNDAI,I10,60K10878,6
56615,2024-04-25,MG,ZS,99A61873,7
56614,2024-04-25,LEXUS,GX,30E95109,6
56613,2024-04-25,MAZDA,3,92A28632,4
56612,2024-04-25,FORD,TERRITORY,61K20331,10
56611,2024-04-25,TOYOTA,VELOZ CROSS,50E10313,8
56610,2024-04-25,MAZDA,6,30F47429,8
56609,2024-04-25,MITSUBISHI,XPANDER,63A19575,29
56608,2024-04-25,KIA,CARENS,12A20180,7
56607,2024-04-25,HYUNDAI,ACCENT,61K19031,4
56606,2024-04-25,VINFAST,LUX A 2.0,61A93074,7
56605,2024-04-25,DOTHANH,,66C13354,43
56604,2024-04-25,MITSUBISHI,XPANDER,68A26583,8
56603,2024-04-25,MITSUBISHI,XPANDER,72A58643,7
56602,2024-04-25,VOLVO,XC60,30G30974,5
56601,2024-04-25,KIA,CERATO,73A16737,5
56600,2024-04-25,MAZDA,3,35A28225,4
56599,2024-04-25,TOYOTA,,30G32049,4
56598,2024-04-25,KIA,CERATO,73A16737B,2
56597,2024-04-25,HYUNDAI,ELANTRA,98A51096,4
56596,2024-04-25,HYUNDAI,TUCSON,30K17168,9
56595,2024-04-25,MERCEDES-BENZ,C-CLASS,19A27474,4
56594,2024-04-25,MITSUBISHI,ATTRAGE,92E00602,9
56489,2024-04-25,NISSAN,X-TRAIL,43A38807,6
56631,2024-04-25,HYUNDAI,,78H00287,7
56632,2024-04-25,HYUNDAI,ELANTRA,30X85252,30
56633,2024-04-25,MITSUBISHI,OUTLANDER,37A92333,4
56634,2024-04-25,MAZDA,CX5,88A50702,6
56635,2024-04-25,KIA,SELTOS,15A97598,6
56636,2024-04-25,VINFAST,,69A13283,5
56637,2024-04-25,DONGBEN,DBX30,68D00174,17
56638,2024-04-25,HYUNDAI,ACCENT,64E00129,5
56639,2024-04-25,TOYOTA,VIOS,71A18215,8
56640,2024-04-25,MITSUBISHI,XPANDER,67A20403,4
56641,2024-04-25,DONGFENG,,71H01803,5
56642,2024-04-25,MERCEDES-BENZ,GLC,30F20632,14
56643,2024-04-25,HYUNDAI,SANTAFE,30G88527,15
56644,2024-04-25,DONGFENG,,36C36730,7
56645,2024-04-25,HYUNDAI,ACCENT,63A23991,4
56646,2024-04-25,MITSUBISHI,XPANDER,75A28528,4
56647,2024-04-25,MITSUBISHI,XPANDER,64A15536,4
56648,2024-04-25,CNHTC,HOWO,73H00157,4
56649,2024-04-25,CHENGLONG,H7,92C22157,8
56650,2024-04-25,CNHTC,HOWO,28H00637,5
57020,2024-04-26,VINFAST,,30F55458,6
56747,2024-04-26,KIA,,77H03410,5
56748,2024-04-26,HYUNDAI,ACCENT,60K07970,5
56749,2024-04-26,CNHTC,SITRAK,37H01439,4
56750,2024-04-26,HYUNDAI,STARGAZER,G4FLNQ156995MF3NB81DEPJ011659,9
56751,2024-04-26,TOYOTA,VIOS,64A12725,5
56752,2024-04-26,HONDA,CITY,89A32254,4
56753,2024-04-26,TERACO,,28H00333,9
56754,2024-04-26,FORD,EVEREST,34A57444,6
56755,2024-04-26,FORD,RANGER,74C11582,8
56756,2024-04-26,ISUZU,,67C15675,8
56757,2024-04-26,FORD,TRANSIT,50F04747,9
56758,2024-04-26,JAC,N900,81H02472,4
56759,2024-04-26,TOYOTA,COROLLA CROSS,60K29240,11
56760,2024-04-26,MG,ZS,86A17009,6
56761,2024-04-26,FORD,EVEREST,51H86244,12
56762,2024-04-26,TERACO,,89C28392,8
56763,2024-04-26,HYUNDAI,ACCENT,19A51883,13
56764,2024-04-26,HYUNDAI,STARGAZER,71A15964,8
56768,2024-04-26,HYUNDAI,CRETA,73A28382,4
56766,2024-04-26,HYUNDAI,I10,83E00064,9
56767,2024-04-26,CHENGLONG,,86C19676,4
56770,2024-04-26,MAZDA,CX5,38A17165,14
56771,2024-04-26,TOYOTA,COROLLA CROSS,24A20068,5
56772,2024-04-26,HYUNDAI,ACCENT,61A97314,4
56773,2024-04-26,MG,ZS,51H92984,4
56774,2024-04-26,TOYOTA,COROLLA ALTIS,30H66652,9
56775,2024-04-26,NISSAN,NS350,66H00670,4
56776,2024-04-26,TOYOTA,VIOS,30K81336,4
56777,2024-04-26,CHENGLONG,H7,73H00114,4
56778,2024-04-26,VINFAST,LUX A 2.0,75A25734,5
56803,2024-04-26,HYUNDAI,ACCENT,62A18121,5
56780,2024-04-26,DAEWOO,NOVUS,93H03279,4
56804,2024-04-26,LEXUS,ES,15K11820,5
56805,2024-04-26,TOYOTA,HILUX,29H50421,4
56781,2024-04-26,TERACO,,50G02530,5
56779,2024-04-26,HYUNDAI,KONA,Test,5
56782,2024-04-26,NISSAN,ALMERA,30H68215,7
56783,2024-04-26,VEAM,,76C15297,6
56806,2024-04-26,MAZDA,CX3,99A53626,7
56807,2024-04-26,MG,ZS,88A44378,5
56784,2024-04-26,HYUNDAI,KONA,,3
56785,2024-04-26,PEUGEOT,2008,98A50275,4
56786,2024-04-26,HYUNDAI,ACCENT,75E00381,4
56787,2024-04-26,MITSUBISHI,,90H00473,8
56788,2024-04-26,MITSUBISHI,XPANDER,83A14967,6
56789,2024-04-26,FORD,TERRITORY,74A21425,6
56790,2024-04-26,TOYOTA,VIOS,19A51421,15
56791,2024-04-26,TOYOTA,VIOS,34A43192,5
56792,2024-04-26,,,90R00729,6
56793,2024-04-26,TOYOTA,AVANZA,94A07300,5
56794,2024-04-26,TOYOTA,FORTUNER,93A26043,6
56795,2024-04-26,TOYOTA,VIOS,30H67961,5
56796,2024-04-26,HYUNDAI,STARGAZER,86A23490,5
56797,2024-04-26,TOYOTA,AVANZA,43H05429,4
56798,2024-04-26,TOYOTA,INNOVA,34A50580,12
56799,2024-04-26,MITSUBISHI,XPANDER,68A26731,5
56800,2024-04-26,NISSAN,KICKS,22A19565,5
56801,2024-04-26,MG,ZS,12A20477,5
56802,2024-04-26,TOYOTA,FORTUNER,34A40455,5
56808,2024-04-26,MAZDA,3,30H07807,4
56809,2024-04-26,,,63R01234,16
56810,2024-04-26,HYUNDAI,KONA,18A27558,8
56811,2024-04-26,MITSUBISHI,XPANDER,17A15607,5
56812,2024-04-26,HONDA,CR-V,51K25998,30
56813,2024-04-26,TERACO,,50H15202,11
56814,2024-04-26,,,12R01407,12
56815,2024-04-26,HYUNDAI,,60H02034,4
56816,2024-04-26,HYUNDAI,ACCENT,60E02235,5
56817,2024-04-26,TOYOTA,COROLLA ALTIS,34A37803,6
56818,2024-04-26,MITSUBISHI,XPANDER,30K30827,7
56819,2024-04-26,MITSUBISHI,XPANDER,95A08127,11
56821,2024-04-26,MITSUBISHI,OUTLANDER,92A16676,6
56823,2024-04-26,CHENGLONG,,75H00939,4
56824,2024-04-26,KIA,K3,30E08027,21
56825,2024-04-26,CHENGLONG,H7,88H00206,8
56826,2024-04-26,HYUNDAI,ELANTRA,81A28298,4
56828,2024-04-26,THACO,,77F00447,18
56829,2024-04-26,KIA,CERATO,37A82631,4
56833,2024-04-26,HYUNDAI,ACCENT,75A25467,8
56837,2024-04-26,CHENGLONG,,88H00307,9
56840,2024-04-26,HYUNDAI,SANTAFE,19A43263,8
56845,2024-04-26,HYUNDAI,CRETA,72A59463,9
56854,2024-04-26,HYUNDAI,ACCENT,67A20237,15
56855,2024-04-26,TOYOTA,VELOZ CROSS,67A23594,4
56864,2024-04-26,KIA,RIO,36B8196,6
56867,2024-04-26,VINFAST,FADIL,21A10245,5
56868,2024-04-26,CHENGLONG,,88R01393,20
56869,2024-04-26,CHENGLONG,,98H03042,9
56870,2024-04-26,SUZUKI,ERTIGA,50E05007,4
56871,2024-04-26,KIA,CERATO,30G84885,4
56872,2024-04-26,VINFAST,FADIL,73A25112,5
56873,2024-04-26,HYUNDAI,ACCENT,30K22214,7
56877,2024-04-26,TOYOTA,VELOZ CROSS,37A99174,5
56878,2024-04-26,,,88R01391,6
56879,2024-04-26,HYUNDAI,ACCENT,75E00286,5
56880,2024-04-26,CNHTC,SITRAK,77H01642,4
56881,2024-04-26,HYUNDAI,I10,50E03562,4
56882,2024-04-26,CNHTC,HOWO,77H01117,7
56883,2024-04-26,FORD,RANGER,93C15744,6
56884,2024-04-26,SRM,,29D23712,6
56885,2024-04-26,,,77R03528,4
56886,2024-04-26,CNHTC,SITRAK,38R02131,4
56887,2024-04-26,KIA,SONET,15K11256,20
56888,2024-04-26,CNHTC,SITRAK,38H02381,4
56889,2024-04-26,FORD,RANGER,90C12776,6
56890,2024-04-26,KIA,RIO,36B28196,6
56891,2024-04-26,TOYOTA,RAIZE,30K27634,8
56892,2024-04-26,MITSUBISHI,ATTRAGE,50E01992,4
56893,2024-04-26,HYUNDAI,,72C20128,31
56894,2024-04-26,THACO,,36B01430,6
56895,2024-04-26,KIA,RIO,36B2345,7
56896,2024-04-26,MAZDA,CX5,15A98184,4
56897,2024-04-26,CNHTC,HOWO,77H01575,4
56898,2024-04-26,MITSUBISHI,XPANDER,50E01294,10
56899,2024-04-26,HYUNDAI,,21C09107,7
56900,2024-04-26,MITSUBISHI,ATTRAGE,61E00253,9
56901,2024-04-26,KIA,RIO,36B8196,76
56902,2024-04-26,HYUNDAI,SANTAFE,30G89555,6
56903,2024-04-26,WAW,,29H61252,7
56904,2024-04-26,HYUNDAI,CRETA,60K09372,11
56905,2024-04-26,THACO,,49F00559,8
56906,2024-04-26,TOYOTA,VIOS,64A12663,5
56907,2024-04-26,VINFAST,FADIL,51K28485,12
56908,2024-04-26,HYUNDAI,I10,98A47032,7
56909,2024-04-26,VINFAST,FADIL,88A51229,4
56910,2024-04-26,VINFAST,FADIL,71A12723,4
56911,2024-04-26,CHENGLONG,H7,88H00227,9
56912,2024-04-26,HYUNDAI,I10,64A12749,4
56913,2024-04-26,FORD,RANGER,51D78505,7
56914,2024-04-26,HYUNDAI,I10,75E00237,4
56915,2024-04-26,MAZDA,CX30,51K89731,17
56916,2024-04-26,TOYOTA,COROLLA CROSS,30H60534,4
56917,2024-04-26,HYUNDAI,ACCENT,30G97186,9
56918,2024-04-26,TOYOTA,VIOS,50E01372,4
56920,2024-04-26,TOYOTA,VIOS,15A97375,14
56921,2024-04-26,HYUNDAI,ACCENT,74E00081,5
56922,2024-04-26,KIA,RIO,36B8196,4
56923,2024-04-26,HYUNDAI,TUCSON,51K68756,5
56924,2024-04-26,SUZUKI,XL7,68A23278,5
56925,2024-04-26,HYUNDAI,,29F00352,16
56926,2024-04-26,HYUNDAI,ACCENT,50E01064,4
56927,2024-04-26,MAZDA,2,86A24316,4
56928,2024-04-26,HONDA,CITY,93A32533,5
56929,2024-04-26,MITSUBISHI,ATTRAGE,51K27993,8
56930,2024-04-26,ISUZU,,49H00226,6
56931,2024-04-26,HYUNDAI,I10,65A32856,4
56932,2024-04-26,KIA,CARNIVAL,18A30125,4
56933,2024-04-26,TOYOTA,HILUX,74C09419,4
56934,2024-04-26,HYUNDAI,I10,15K06635,4
56935,2024-04-26,SUZUKI,,51K27060,10
56936,2024-04-26,MITSUBISHI,TRITON,73C15699,5
56937,2024-04-26,HYUNDAI,I10,71E00001,8
56938,2024-04-26,HYUNDAI,STARGAZER,50E05754,5
56939,2024-04-26,FORD,FUSION,86C13613,9
56940,2024-04-26,MITSUBISHI,XPANDER,72A68542,4
56941,2024-04-26,HYUNDAI,ACCENT,34A75508,6
56942,2024-04-26,HYUNDAI,,89C23558,4
56943,2024-04-26,MITSUBISHI,ATTRAGE,65A37701,4
56944,2024-04-26,MG,ZS,20A57682,5
56945,2024-04-26,HYUNDAI,I10,38A51749,9
56946,2024-04-26,HINO,,17C13237,6
56947,2024-04-26,HYUNDAI,TUCSON,30H66774,4
56948,2024-04-26,KIA,CARNIVAL,89A34397,5
56949,2024-04-26,TOYOTA,VIOS,88A51102,15
56950,2024-04-26,MITSUBISHI,XPANDER,50E05107,10
56951,2024-04-26,KIA,SELTOS,37A99585,6
56952,2024-04-26,CHENGLONG,H7,77H03454,4
56953,2024-04-26,,,77R03572,5
56954,2024-04-26,VINFAST,FADIL,99A54935,5
56955,2024-04-26,MITSUBISHI,TRITON,29H63558,7
56956,2024-04-26,HYUNDAI,I10,61K06966,5
56957,2024-04-26,HYUNDAI,ACCENT,66A21467,4
56958,2024-04-26,KIA,K5,51K38626,5
56959,2024-04-26,TOYOTA,FORTUNER,30F86398,22
56960,2024-04-26,KIA,SORENTO,64A12589,7
56961,2024-04-26,TOYOTA,VELOZ CROSS,70A35856,14
56962,2024-04-26,PEUGEOT,3008,68A20659,15
56963,2024-04-26,TOYOTA,VELOZ CROSS,15A97252,8
56964,2024-04-26,KIA,CERATO,30G50238,4
56965,2024-04-26,HYUNDAI,SANTAFE,98A30547,7
56966,2024-04-26,CNHTC,HOWO,93H02898,1
56967,2024-04-26,FAW,,12C09867,5
56968,2024-04-26,MITSUBISHI,ATTRAGE,50E01992,4
56969,2024-04-26,CNHTC,HOWO,93H02919,22
56970,2024-04-26,BAIC,BEIJING,30H63655,7
56971,2024-04-26,CNHTC,HOWO,36H01525,6
56972,2024-04-26,HYUNDAI,,67A20298,7
56973,2024-04-26,MITSUBISHI,XPANDER,18A35460,5
56974,2024-04-26,FORD,RANGER,22C09116,13
56975,2024-04-26,HONDA,CR-V,43A67314,6
56976,2024-04-26,MERCEDES-BENZ,C-CLASS,16A7775,4
56977,2024-04-26,VINFAST,,14A76652,6
56978,2024-04-26,MERCEDES-BENZ,E-CLASS,14A24818,7
56979,2024-04-26,HYUNDAI,ACCENT,38A51389,4
56980,2024-04-26,HONDA,CITY,75A21445,5
56981,2024-04-26,HYUNDAI,TUCSON,15A87268,8
56982,2024-04-26,MAZDA,CX5,73A25094,6
56983,2024-04-26,HONDA,CITY,30H04117,6
56984,2024-04-26,KIA,SORENTO,30H84082,6
56985,2024-04-26,TOYOTA,COROLLA CROSS,30K31778,4
56986,2024-04-26,HYUNDAI,I10,61K06966,5
56987,2024-04-26,TOYOTA,FORTUNER,37A61091,5
